,Product Name ,Product Price,Review
310,"truke BTG1 Earbuds with Game Mode, 48H Playtime, Quad M...",899,4
311,"Boult Y1 with Zen ENC Mic, 50H Battery, Fast Charging, ...","1,099",4
312,"Mivi DuoPods i5 TWS,Metallic Finish,13mm Bass,50H Playt...","1,399",4.1
313,OnePlus Buds Z2 Bluetooth Gaming Headset,"4,493",4.2
314,"truke Yoga Beat Open-Ear Headset with 30H Playtime, Dua...",899,3.9
315,"truke Clarity 5 V2 6Mics Adv.ENC & Dual Connectivity, 8...",999,4
316,"Noise Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...","1,099",4
317,"Boult Z60 with 60Hr Battery, Quad Mic ENC, 50ms Ultra L...","1,299",4
318,"POCO Pods with 30 Hour Playback, 12mm Drivers, 60ms Lat...","1,198",3.7
319,"boAt Airdopes Flex 454 ANC w/32dB ANC, Multi Point Conn...","1,999",3.9
320,"Mivi DuoPods D3 TWS,13mm Driver,Rich Bass,50H Playtime,...",599,3.8
321,"Noise Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...","1,099",4
322,"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mi...","1,299",4
323,"HOPPUP AirDoze Grand Pro with Power Bank Function, 200 ...",699,3.9
324,"boAt Airdopes 300 w/ 4-Mics ENx Technology,Multipoint C...","1,499",3.9
325,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...","1,299",3.9
326,"Mivi DuoPods K2 TWS,AI-ENC,40Hr Playtime,13mm Bass,Made...",699,3.9
327,"HOPPUP AirDoze F50 Earbuds with 40H PlayTime, 40MS Low ...",699,4
328,"realme Buds Air 5 with 50dB ANC, 12.4mm Dynamic Bass Dr...","2,999",4.3
329,"Noise Combat X, Spatial Audio, 60 Hours of Playtime, Lo...","1,599",3.8
330,"HOPPUP AirDoze S40 Earbuds with 13MM Drivers, 40H Playt...",699,4
331,"Boult W20 with Zen ENC Mic, 35H Battery Life, Low Laten...","1,099",4.1
332,ZEBRONICS Sound Bomb 1(Green) Bluetooth Headset,799,3.6
333,"Boult X10 TWS with 45Hrs Playtime, ENC Mic, 40ms Lowest...",809,3.9
334,"Mivi DuoPods i7 TWS,3D Soundstage,High-fidelity Driver,...","1,499",4.1
335,"Mivi DuoPods i3 TWS,13mm Bass,45+H Playtime,AI ENC,Low ...","1,299",4
336,"Boult Y1 Pro with Zen Quad Mic ENC, 60Hrs Battery, Fast...","1,199",4.1
337,HOPPUP Predator Xo4 Gaming Earbuds with 35MS Low Latenc...,799,4.1
338,"Mivi DuoPods K4 TWS,Rich Bass,50H Playtime,AI ENC,Low L...",809,3.8
339,SONY WF-C500 IPX4/20Hrs Battery Life Bluetooth Headset,"5,490",4.1
340,Aroma NB140 Jaguar 50 Hours* Playtime|Deep Bass|Fast Ch...,699,3.7
341,Aroma NB140 Matrix 40 Hours*Playtime|Deep Bass | Fast C...,699,3.7
342,"Boult Airbass Z35 with ZEN ENC Mic, 32H Playtime, 45ms ...",899,3.9
343,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...","1,299",3.9
344,"Mivi DuoPods i2 TWS,13mm Bass,45H Playtime,Dual Mic AI ...",999,4
345,"Mivi DuoPods i5 TWS,Metallic Finish,13mm Bass,50H Playt...","1,399",4.1
346,"Mivi DuoPods K2 TWS,AI-ENC,40Hr Playtime,13mm Bass,Made...",699,3.9
347,Aroma NB140 Ranger 50 Hours* Playtime |Perfect for Musi...,699,3.6
348,"Earboss AirDoze Music with Game Mode(45ms), Quad Mic EN...",670,3.8
349,boAt Airdopes 383 Bluetooth Headset,"1,299",3.9
350,"truke BTG1 Earbuds with Game Mode, 48H Playtime, Quad M...",899,4
351,"Boult Y1 with Zen ENC Mic, 50H Battery, Fast Charging, ...","1,099",4
352,"Noise Buds X prime with 120 Hrs of Playtime, ENC with Q...","1,399",3.8
353,"Noise Buds VS102 Neo with 40 Hrs Playtime, Environmenta...",999,4
354,"Noise Buds Combat Z with 50 Hours Playtime, Ultra-low L...","1,199",3.9
355,Aroma NB132 Construct 48 Hours PlayTime Earbuds With 45...,799,3.6
356,"Noise Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...","1,099",4
357,"Mivi DuoPods i5 TWS,Metallic Finish,13mm Bass,50H Playt...","1,399",4.1
358,"PTron Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",699,3.6
359,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...","1,299",3.9
360,"Mivi DuoPods D3 TWS,13mm Driver,Rich Bass,50H Playtime,...",599,3.8
361,"Noise Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...","1,099",4
362,"beatXP Wave XPods with 50H Playtime, Quad Mic ENC, Gami...",799,3.8
363,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...","1,199",3.8
364,"boAt Immortal 100 w/ Beast Mode(40ms Low Latency), 30 H...",998,4
365,"truke Clarity 6 with 80Hr Battery, 6Mic Adv.ENC, Dual C...",999,3.7
366,"Mivi DuoPods K2 TWS,AI-ENC,40Hr Playtime,13mm Bass,Made...",699,3.9
367,"HOPPUP AirDoze F50 Earbuds with 40H PlayTime, 40MS Low ...",699,4
368,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...","1,199",3.8
369,"Noise Buds Combat with 45 Hours Playtime, Ultra-low Lat...","1,799",3.8
370,"HOPPUP AirDoze S40 Earbuds with 13MM Drivers, 40H Playt...",699,4
371,"Boult W20 with Zen ENC Mic, 35H Battery Life, Low Laten...","1,099",4.1
372,"HOPPUP AirDoze Z51 with 4 Mic ENC, 13MM Drivers, 50H Pl...",799,4.1
373,"Boult Y1 Gaming with 50H Battery, App Support, Dual Pai...","1,299",3.9
374,"Nu Republic Starbuds Z with 56 Hr Playtime, X-Bass® Tec...",748,4
375,"Number Super Buds GT M9 Gaming TWS Earbuds, 60Hr Playba...","1,299",4.2
376,"Boult Y1 Pro with Zen Quad Mic ENC, 60Hrs Battery, Fast...","1,199",4.1
377,HOPPUP Predator Xo4 Gaming Earbuds with 35MS Low Latenc...,799,4.1
378,"boAt Airdopes 161 Thor Edition w/ 40 HRS Playback, ASAP...","1,099",4
379,"boAt Airdopes 300 w/ 4-Mics ENx Technology,Multipoint C...","1,499",3.9
380,Aroma NB140 Jaguar 50 Hours* Playtime|Deep Bass|Fast Ch...,699,3.7
381,Aroma NB140 Matrix 40 Hours*Playtime|Deep Bass | Fast C...,699,3.7
382,"JBL Tune Buds Active Noise Cancellation, 48H playtime,�...","4,499",4
383,"Skullcandy Rail TWS Wireless Earbuds, 42 Hr Battery, Sk...","6,298",3.7
384,boAt Airdopes 161 ANC w/ Active Noise Cancellation(32dB...,"1,399",3.8
385,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...","1,199",3.8
386,Aroma NB140 Ranger 50 Hours* Playtime |Perfect for Musi...,699,3.6
387,"Mivi DuoPods K2 TWS,AI-ENC,40Hr Playtime,13mm Bass,Made...",699,3.9
388,"truke Yoga Beat Open-Ear Headset with 30H Playtime, Dua...",899,3.9
389,"Mivi DuoPods i7 TWS,3D Soundstage,High-fidelity Driver,...","1,499",4.1
390,"truke BTG1 Earbuds with Game Mode, 48H Playtime, Quad M...",899,4
391,"Boult Y1 with Zen ENC Mic, 50H Battery, Fast Charging, ...","1,099",4
392,"Mivi DuoPods K6 TWS,Rich Bass,50H Playtime,AI ENC,Low L...",999,4
393,"Fire-Boltt Game Pods Ninja 601 Earbuds TWS, Voice Assis...","1,299",3.8
394,"NOPE Nuclear D1 Gaming TWS Buds 50Hrs Playtime, BT 5.1,...",649,3.7
395,boAt Airdopes 163 Bluetooth Headset,"1,398",4
396,"Noise Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...","1,099",4
397,"Mivi DuoPods i5 TWS,Metallic Finish,13mm Bass,50H Playt...","1,399",4.1
398,"Mivi DuoPods i3 TWS,13mm Bass,45+H Playtime,AI ENC,Low ...","1,299",4
399,"TRIGGR Ultrabuds N1 with ENC, 40H Battery, Trucomm Call...",998,3.9
